X,target_group,ARE,IEG,variable,value
MCEE,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.1885628879912
MPHOSPH10,1000-4999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.71037055254459
ZNF638,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.9572423768562
AC007878.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.76298730843912
DYSF,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.8299663264585
CYP26B1,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.53584043023898
SPR,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,21.4250614880922
SFXN5,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.24112662081432
RAB11FIP5,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.28265684679578
SMYD5,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.54547220879312
PRADC1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,22.9795484930551
ALMS1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.34768080264949
TPRKB,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.5924908357204
DUSP11,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.00071550963974
DGUOK,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,29.1370902021904
TET3,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.43680852555029
BOLA3-AS1,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.2892824443224
DCTN1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.3321617723641
RTKN,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.0052220132341
INO80B,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.8139944276264
MOGS,1000-4999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.85315879945935
MRPL53,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.2352704016284
CCDC142,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.98725277157759
TTC31,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.996767203004
PCGF1,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.50189441592991
AUP1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.455249516192
HTRA2,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.8321861258482
DOK1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.31671705439967
SEMA4F,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.20343113949144
HK2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.1445752461416
POLE4,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,24.9978775970917
EVA1A,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.5284488855357
GCFC2,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,46.7495359141485
CTNNA2,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.06907113895939
DNAH6,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.24985076467588
TRABD2A,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.1929908706085
TMSB10,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.1797400563277
KCMF1,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.7640805556683
TCF7L1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.05984067168471
TGOLN2,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.1780039671654
RETSAT,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,22.4745733230004
ELMOD3,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.40127416208656
MAT2A,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.741642637379
GGCX,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.2942297780484
VAMP8,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,23.2744181775273
VAMP5,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,26.6152862236914
RNF181,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.3748365864298
TMEM150A,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.3900874395616
C2orf68,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.9929416062925
USP39,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,25.3451502431078
ATOH8,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.19117198496782
ST3GAL5,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.9708879199597
POLR1A,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.72210361104057
PTCD3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,27.8145936104751
MRPL35,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,23.2089489217972
KDM3A,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.6808270746699
RNF103,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.85317718629309
CYTOR,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.2941118411727
KRCC1,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.05488262295105
EIF2AK3,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.23239383897201
MRPS5,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.1583876030822
ZNF514,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.45514222041437
ZNF2,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,1.91677556696267
KCNIP3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.1947002092755
FAHD2A,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.7307678378971
LINC00342,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.90704195738826
DUSP2,1000-4999,ARE,IEG,condHeLa_DMSO_rep1_hl,1.8621271444606
STARD7,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.52512568692053
TMEM127,1000-4999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.38964973198267
CIAO1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.9326288922668
NCAPH,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.8843815347637
ARID5A,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.61645418814458
KANSL3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.99454091323468
LMAN2L,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.67130840379
CNNM4,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.2999153859892
CNNM3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.12311671952983
ANKRD23,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.70427397604755
ANKRD39,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.4243544180525
SEMA4C,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.41980836816195
ACTR1B,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.5379626552915
LINC01125,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.95457901575593
TMEM131,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.5926099140112
COA5,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.4227597425189
UNC50,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.9715408352042
MGAT4A,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,25.1631987957166
KIAA1211L,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.6725240578282
C2orf15,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.12977379268881
AC079447.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.83104558616844
LIPT1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.92266385229022
MITD1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.9928786335048
MRPL30,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.2870579025397
LYG1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,1.90683335905748
EIF5B,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.4876241281239
REV1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.186346161643
AC018690.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.4162030171413
AFF3,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.28696842010079
PDCL3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,23.7068728088364
NPAS2,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.6631153532457
RPL31,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,30.5935938420374
TBC1D8,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.82254455645538
TBC1D8-AS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.27151502288524
CNOT11,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.6397760481552
RNF149,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.2881157197243
CREG2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.9678382524136
IL1R1,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.49790890663051
MFSD9,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.4778211573942
TMEM182,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.0154687549666
MRPS9,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,31.6847151721177
TGFBRAP1,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.82572698385609
AC012360.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.98917953869231
C2orf49,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.16111202777618
FHL2,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.9084662902921
AC108058.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.53993270094757
NCK2,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.55581456886864
UXS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.2329462706198
GCC2,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,22.1213021943828
RANBP2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.0644968560645
CCDC138,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.9579099226895
SH3RF3,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.11332379808547
SOWAHC,100-999,ARE,IEG,condHeLa_DMSO_rep1_hl,5.40215946556946
NPHP1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.3191496194335
LINC00116,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.3653111146048
BCL2L11,1000-4999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.44504546392918
MIR4435-2HG,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,26.0996009160082
ANAPC1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,26.4180257931395
TMEM87B,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.5845102686072
ZC3H8,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.76915763568131
ZC3H6,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.5667391418538
RGPD8,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.69103554906892
TTL,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,23.9177127550602
POLR1B,0,ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.5739968539363
CHCHD5,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.064076303245
AC012442.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.55512150434764
SLC20A1,10-99,non-ARE,IEG,condHeLa_DMSO_rep1_hl,8.65775728700577
CKAP2L,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.0981209522724
PSD4,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.43821551991894
PAX8-AS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.22638642460218
CBWD2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.1468561604643
SLC35F5,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,26.0739124448865
AC110769.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.34812810817085
AC110769.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.85437884599784
DDX18,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,37.1436792129284
AC009404.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.3476692902218
CCDC93,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.85288357699293
AC009303.4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.58224393693968
INSIG2,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.5686743395551
STEAP3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.9908487191362
DBI,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.71766808677
TMEM37,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.68882892599863
TMEM177,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.2914011082282
PTPN4,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.15349109800384
TMEM185B,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.9444360662828
GLI2,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.08138104043981
CLASP1,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.7898822046414
NIFK-AS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.20726613347519
NIFK,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.57944413447896
MAP3K2,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.1405538859976
IWS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.6371371609736
LIMS2,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.8582888271458
WDR33,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.25657830146271
SFT2D3,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.95331303558546
POLR2D,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.06696037328577
AMMECR1L,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.23985428881598
AC012306.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.62627035400348
SAP130,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.62835184509099
UGGT1,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.9852800768899
HS6ST1,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.76372865969396
SMPD4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.5154682971171
MZT2B,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.4348117167734
IMP4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.9213630837715
PTPN18,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.6100495731454
ARHGEF4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.82374040724399
SCARNA15,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.5780298961649
FAM168B,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,31.586674269814
MZT2A,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.9747313045045
GPR39,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.35426695167392
MGAT5,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.1475106702411
CCNT2,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.45821817026985
RAB3GAP1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.7215640273014
ZRANB3,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.4914275491179
R3HDM1,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,38.866380161426
CXCR4,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.48265240918141
SPOPL,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.5030619586715
KYNU,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,26.1158080754428
GTDC1,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.3864355799699
ZEB2,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.09504210240402
ACVR2A,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.50379691085181
ORC4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,32.3575093191596
MBD5,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.0654384543795
AC019226.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.28413583944497
EPC2,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.2249065710457
LYPD6,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.6324706715325
RND3,100-999,non-ARE,IEG,condHeLa_DMSO_rep1_hl,2.2761732592843
RBM43,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.34051543189541
RIF1,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.0171894230776
ARL5A,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,44.0449803017543
STAM2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,39.551792879372
ARL6IP6,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,62.4779867021912
RPRM,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.1538001346049
NR4A2,1000-4999,non-ARE,IEG,condHeLa_DMSO_rep1_hl,4.3039927803634
ACVR1,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.47011113898252
PKP4,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,21.6545695455557
TANC1,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.79242863989745
WDSUB1,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,33.3669493438065
BAZ2B,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.91966288942007
MARCH7,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.55028722426633
RBMS1,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.928627152573
TANK,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.215188796704
LINC01806,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.7917818092299
FAP,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.42648515040946
FIGN,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.21879749499576
COBLL1,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.4899272641066
TTC21B,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.1651773250409
SPC25,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.00061059031
FASTKD1,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.300863614444
PPIG,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.2256970361077
PHOSPHO2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.886029192206
KLHL23,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.3699690296736
UBR3,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,26.9636224963435
GORASP2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.5233809509329
TLK1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.0257096707921
METTL8,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.0910799736816
DCAF17,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.7729257048595
CYBRD1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,26.5663240193705
DYNC1I2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,26.5413501839906
SLC25A12,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.6796782339397
METAP1D,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.88487346586564
DLX1,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.11952893893984
DLX2,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.82998398251862
DLX2-AS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.58224393693968
PDK1,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.541104056744
CDCA7,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,24.972599062762
SP3,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.73805794519085
CIR1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.51693028912548
SCRN3,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,22.8678075349709
WIPF1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.9990781142811
ATF2,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,26.5416555113292
HOXD11,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.68890243202742
HOXD10,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.76953208052609
HOXD9,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.06328634447467
HOXD8,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.6977498197912
MTX2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,26.6438337391207
HNRNPA3,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,21.7039417807309
NFE2L2,1000-4999,ARE,IEG,condHeLa_DMSO_rep1_hl,7.47842434681229
AC019080.4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.158849754067
AC019080.5,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.2410762588482
TTC30B,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.58362273352621
TTC30A,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.60885913848541
RBM45,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,24.0041789291779
OSBPL6,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.4867307470414
AC009948.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.6266816043908
PLEKHA3,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,28.4187538634952
TTN-AS1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.53172983110739
AC009948.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.80914025462591
AC009948.5,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.17733802934999
AC010680.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.3413830613117
AC010680.4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.51304673683714
SESTD1,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,21.060607578626
CWC22,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.34682294687852
SSFA2,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.6935640466131
PDE1A,0,ARE,non-IEG,condHeLa_DMSO_rep1_hl,29.5726451764992
NUP35,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,29.6708307556879
COL5A2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.8867260404899
WDR75,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.1462996194428
ASNSD1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.6706652738015
ANKAR,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.85523230570856
ORMDL1,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,28.5120732780867
PMS1,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.94133187437675
INPP1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.76032293514805
MFSD6,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.9941378790965
NEMP2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.0213493783918
AC006460.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.6013800272176
NAB1,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,27.1859445220638
NABP1,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.70688447692492
DNAH7,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.89232364553859
STK17B,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.63805056318721
HECW2,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.8261060421757
GTF3C3,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.1638321519719
PGAP1,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.202860141315
ANKRD44,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.17899894616191
SF3B1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,31.747166867875
COQ10B,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.2553867692947
HSPE1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.1429359334598
MARS2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.0851778725056
SATB2,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.55250136620493
FTCDNL1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.8000733047829
C2orf69,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.47864523749868
TYW5,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.5092037380812
KCTD18,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.5974629889172
CLK1,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.84566094141694
NIF3L1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.89125893203339
ORC2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.4985381777411
