X,target_group,ARE,IEG,variable,value
CHTF8,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.66807297026334
UTP4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.78332424041126
SNTB2,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.16245565617916
COG8,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.91640967066208
PDF,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.6587746844553
NIP7,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.54540786076214
TERF2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.72459214478711
NFAT5,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.64832302732512
AC009032.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.06371765144349
AC092115.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.76853082363994
NOB1,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.48522781733712
WWP2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.57576069139216
PDPR,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.82846784875618
EXOSC6,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.74682957409748
AARS,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.05024757010235
DDX19B,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.26036955783948
DDX19A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.13038149999339
ST3GAL2,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.61865460437132
FUK,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.44361473717187
SF3B3,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.98759926768865
MTSS1L,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.54587263350211
VAC14,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.54255399264328
AC020763.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.59673914978456
CMTR2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.13039820807644
ZNF19,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.03043663184337
CHST4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.10812964502586
PHLPP2,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.21131991585021
AP1G1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.74137440891037
ATXN1L,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.28698846674275
ZNF821,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.91181866508304
AC010653.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.56358855669009
IST1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.27662402695653
DHODH,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.95243140701323
TXNL4B,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.28130057516701
DHX38,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.56383243934636
PMFBP1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,11.8985198738205
LINC01572,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,9.24555734572858
AC004943.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.33766309385919
ZFHX3,1000-4999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.51854679307278
AC116667.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.97764923198485
PSMD7,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.93195196692215
AC009120.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.83270785919498
RFWD3,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.29818011719509
MLKL,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.91107478045273
FA2H,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.54733952028564
WDR59,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.23419817725133
ZNRF1,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.53189290291357
AC099508.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.80681040230673
ZFP1,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.81411776358954
AC009078.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.04333565908036
CFDP1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.71366481080312
TMEM170A,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.40106566328289
TMEM231,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.23916418486832
AC025287.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.34261888555108
ADAT1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.80712372511415
TERF2IP,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.59360397002257
NUDT7,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.54253398678351
WWOX,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,8.27569894262355
CDYL2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.17052835447444
AC092332.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.43072408977344
LINC02170,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.7865214565976
CMC2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.89607850092547
AC092718.7,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.41507574881847
CENPN,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.08133096434188
AC092718.4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.03788115077375
ATMIN,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.7027460704551
GCSH,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.0602139771434
AC009148.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.59408335490247
GAN,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.4998156525912
CMIP,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.79913371286381
AC092139.4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.33621327273164
AC092135.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.23037973121039
AC092135.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.00650949301456
PLCG2,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.13352292923835
MPHOSPH6,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.97776464752807
MLYCD,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.85683396551791
OSGIN1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.10862875838022
MBTPS1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.37906202022904
HSDL1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.0752545217548
TAF1C,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.26102247338094
ATP2C2-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.72403004445735
TLDC1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.09772887047763
KLHL36,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.88539604357364
USP10,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.75322503544447
CRISPLD2,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.02300713564992
ZDHHC7,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.13469881053087
KIAA0513,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.09952063728482
AC092127.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.06228527443103
GSE1,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.53233464321604
GINS2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.32268365314522
C16orf74,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.63888929557662
EMC8,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.82703130397603
COX4I1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.24026718478499
AC009108.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.2772459371866
MTHFSD,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.01140336304235
FOXC2,nontarget,ARE,IEG,condHeLa_RMD_rep1_hl,2.07344068778733
FOXL1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.8854740314796
AC010531.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,9.31431478510652
FBXO31,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.24206507659195
ZCCHC14,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.54914203771172
AC105429.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.0407732692383
AC092720.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.57656604484111
AC010536.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.25894967727202
KLHDC4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.81580396897272
AC010536.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.56722223473336
AC126696.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.75444346645205
SLC7A5,1000-4999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.65625849332326
AC126696.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.35633765722555
BANP,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.45024453035172
ZFPM1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.28824523268558
ZC3H18,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.88923071342504
CYBA,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.77809138454178
MVD,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.70304630709541
SNAI3-AS1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.5440246293353
SNAI3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.18406217905746
RNF166,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.28124625903141
AC138028.6,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.25349656093832
PIEZO1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.20585029165148
CDT1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.37429361310772
APRT,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.65354200587918
GALNS,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.47674928774637
TRAPPC2L,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.78335121666879
CBFA2T3,1000-4999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.85314395900425
AC092384.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.88320582854814
AC135782.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.69285072959457
ACSF3,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.2616149226999704
AC009113.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.59892756256274
ZNF778,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.9772716898503
ANKRD11,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.57563136166879
AC137932.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.01501923140244
AC092120.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.59218976148778
AC092123.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.15510941680453
SPG7,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.48425509588274
CHMP1A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.98341359496337
SPATA33,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.02973598975629
CDK10,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,12.801032442529
LINC02166,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.87562199521695
SPATA2L,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.07233688504276
VPS9D1-AS1,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.4333158709847
ZNF276,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.59541183331176
FANCA,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,5.38174273232879
SPIRE2,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.24026120904914
MC1R,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.75678503503024
AC092143.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.41621740300019
TUBB3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.30744299161325
DEF8,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.53213757872059
CENPBD1,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.98539265626791
DBNDD1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.32332361003916
GAS8,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.36120601018615
RUNDC1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.32350100217825
INTS2,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.77197962174135
GNA13,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.57564304258659
SLC43A2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.71745533430091
TLCD2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.7072078181045
ZNF232,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.12482094409923
AC104581.5,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.13612047894335
SPECC1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.45742474526569
NF1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.36949709875959
ZNF207,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.19874219353664
SOCS7,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.6642559405336
P3H4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.24147268532585
PECAM1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.79225846181982
SLC16A5,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.67620125980361
TRIM65,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.54898679813459
EVPL,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.83581134876484
RNF213,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.23980187040474
MAFG,1000-4999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.82850092920247
RPH3AL,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.09756907619572
C17orf97,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.55124411205585
VPS53,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.59901452006692
FAM57A,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.55182645986641
GEMIN4,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.40833605351322
MRM3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.31635032940364
AC087392.5,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.4002717516174
NXN,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.10323268289163
TIMM22,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.93705689344142
ABR,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.30853219195087
CRK,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.68017970582855
INPP5K,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.04972706370935
PITPNA-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.71281483347129
RILP,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.82686351889874
MIR22HG,100-999,non-ARE,IEG,condHeLa_RMD_rep1_hl,2.35585952690344
WDR81,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.39847325357563
SERPINF2,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.17533784479994
SMYD4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.43223148559924
RPA1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.44435367435118
RTN4RL1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.93373241049789
DPH1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.14703492765679
OVCA2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.21990154835071
HIC1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.2510956454049
SMG6,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.82469015401263
SMG6-IT1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.89766040200082
SRR,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.15917459421138
TSR1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.99032152583907
SNORD91B,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.12304072375851
SGSM2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.12780378782103
MNT,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.19080655400523
METTL16,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.52630421991856
PAFAH1B1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.75070612307902
AC015799.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.97488989864738
RN7SL608P,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.60837061152173
CLUH,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.34023734632897
AC005696.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.01090326825013
AC005696.4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.39284013555007
RAP1GAP2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.70084997031778
TRPV1,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.18633786703949
AC027796.5,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.02677278709413
AC027796.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.04445912534033
SHPK,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.53056467335181
CTNS,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.18905844461776
AC027796.4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.22210471201051
EMC6,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.55393148238764
ITGAE,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.13732949790055
HASPIN,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.61050297336425
AC116914.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.68521749181879
NCBP3,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.84299843261715
CAMKK1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.70593981550984
ATP2A3,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.46663645868714
ZZEF1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.47297061484118
CYB5D2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.78711342104663
ANKFY1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.1885221111491
UBE2G1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.6620999547514
MYBBP1A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.7891331729133
PELP1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.19662235969955
MED11,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.66749608674899
CXCL16,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.19433622029218
MINK1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.57197509136855
RNF167,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.87827514330216
PFN1,1000-4999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.04529747408731
ENO3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.91690273701792
SPAG7,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.75889393648631
CAMTA2,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.23174841347437
INCA1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.2913774870251
KIF1C,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.23118646584297
AC012146.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.94206970701602
ZNF594,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.31586044046825
AC087500.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,9.50991578611906
RABEP1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.43308846498077
RPAIN,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.53113723078673
DHX33,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.80488971297907
DERL2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.74219969463613
MIS12,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.62990832258823
PITPNM3,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.67711944586564
KIAA0753,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.71530120100028
AC004706.4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.20105281664085
MED31,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.81835716795334
C17orf100,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.68124850125474
ALOX12-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.5628075106225
AC040977.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.27915562809421
RNASEK,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.06488870452578
MIR497HG,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.00602470392698
BCL6B,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.27955510106955
SLC16A13,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.9472697985962
ASGR1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.74796790295704
DLG4,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.35280417842646
PHF23,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.59907394212081
CTDNEP1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.8345789145756
ELP5,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.04335896149864
SLC2A4,0,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.41859822852541
NEURL4,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.72533766973656
ACAP1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.29170550908254
KCTD11,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.96957797716875
TNK1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.08597203903121
NLGN2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.94154991472546
TMEM102,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.33605341844982
FGF11,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.01019264616978
CHRNB1,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.53487668749218
ZBTB4,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.16748995834987
POLR2A,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.88070071726834
SENP3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.48816079300452
AC016876.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.85069865270296
AC016876.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.50277383407019
MPDU1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.85980805904772
FXR2,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.95833363564581
SAT2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.43128594569287
ATP1B2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.13962704867745
AC087388.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.29893934840006
WRAP53,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.72046132483844
KDM6B,100-999,ARE,IEG,condHeLa_RMD_rep1_hl,2.64610832290293
NAA38,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.49833121604914
CYB5D1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.49415966337538
CHD3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.56482829152895
AC104581.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.34615643535711
TRAPPC1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.92024672092377
CNTROB,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.52189247106393
ALOX12B,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.76120093908594
HES7,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.95874885897539
PER1,100-999,non-ARE,IEG,condHeLa_RMD_rep1_hl,2.07584305866541
VAMP2,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.06635610932908
TMEM107,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.13626909090541
BORCS6,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.14955524263338
AURKB,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.39189509366954
LINC00324,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.74217522792108
CTC1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.8368653065564
PFAS,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.26865544846958
