X,IEG,variable,value,condition,siCPEB4,mygroup
PDE4B,IEG,mean_siCPEB4_DMSO,4.1154165445374495,DMSO,siCPEB4,DMSO_IEG_siCPEB4
MIER1,non-IEG,mean_siCPEB4_DMSO,16.841257961298687,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ANKRD13C,non-IEG,mean_siCPEB4_DMSO,22.846948835724703,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ZZZ3,non-IEG,mean_siCPEB4_DMSO,7.524922543630366,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DNAJB4,non-IEG,mean_siCPEB4_DMSO,9.709885061724634,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AL603750.1,non-IEG,mean_siCPEB4_DMSO,7.498044422195591,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SYDE2,non-IEG,mean_siCPEB4_DMSO,7.7875910957655705,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
BCL10,IEG,mean_siCPEB4_DMSO,7.1801078561734855,DMSO,siCPEB4,DMSO_IEG_siCPEB4
CYR61,IEG,mean_siCPEB4_DMSO,3.5635939620318853,DMSO,siCPEB4,DMSO_IEG_siCPEB4
ODF2L,non-IEG,mean_siCPEB4_DMSO,16.162278026849265,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LMO4,non-IEG,mean_siCPEB4_DMSO,10.67760933816789,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
GTF2B,non-IEG,mean_siCPEB4_DMSO,8.701267862704345,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RBMXL1,non-IEG,mean_siCPEB4_DMSO,6.051823649223705,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LRRC8B,non-IEG,mean_siCPEB4_DMSO,10.658669201591291,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LRRC8D,non-IEG,mean_siCPEB4_DMSO,7.0726857998062,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ZNF326,non-IEG,mean_siCPEB4_DMSO,12.57639443912813,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ZNF644,non-IEG,mean_siCPEB4_DMSO,5.2906343788001,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TGFBR3,non-IEG,mean_siCPEB4_DMSO,10.0068390129212,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RPAP2,non-IEG,mean_siCPEB4_DMSO,12.158182087820915,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
MTF2,non-IEG,mean_siCPEB4_DMSO,6.1323603774962105,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
BCAR3,non-IEG,mean_siCPEB4_DMSO,5.291438230319455,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DNTTIP2,non-IEG,mean_siCPEB4_DMSO,8.772273713359859,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ARHGAP29,non-IEG,mean_siCPEB4_DMSO,10.768749160706019,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
F3,IEG,mean_siCPEB4_DMSO,11.0848918122001,DMSO,siCPEB4,DMSO_IEG_siCPEB4
DPYD,non-IEG,mean_siCPEB4_DMSO,25.183590888704952,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SASS6,non-IEG,mean_siCPEB4_DMSO,10.332218473613981,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LRRC39,non-IEG,mean_siCPEB4_DMSO,6.9543232880071555,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DBT,non-IEG,mean_siCPEB4_DMSO,10.77905359840552,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
CDC14A,non-IEG,mean_siCPEB4_DMSO,16.68567877997441,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SLC30A7,non-IEG,mean_siCPEB4_DMSO,14.19143183862121,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AC093157.1,non-IEG,mean_siCPEB4_DMSO,9.786219762525105,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PRMT6,non-IEG,mean_siCPEB4_DMSO,7.1543382757196,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
VAV3,non-IEG,mean_siCPEB4_DMSO,6.48722963958561,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
FAM102B,non-IEG,mean_siCPEB4_DMSO,13.74696458752986,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PRPF38B,non-IEG,mean_siCPEB4_DMSO,6.368027622607144,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TMEM167B,non-IEG,mean_siCPEB4_DMSO,16.281331802940898,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PSRC1,non-IEG,mean_siCPEB4_DMSO,5.33693105700826,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ATXN7L2,non-IEG,mean_siCPEB4_DMSO,4.1368684718931394,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
CYB561D1,non-IEG,mean_siCPEB4_DMSO,5.13352318468529,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AMIGO1,non-IEG,mean_siCPEB4_DMSO,6.94558398935275,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
STRIP1,non-IEG,mean_siCPEB4_DMSO,10.764109711644476,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AL160006.1,non-IEG,mean_siCPEB4_DMSO,8.267234382983935,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
KCNC4,non-IEG,mean_siCPEB4_DMSO,6.91678088067744,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RBM15,non-IEG,mean_siCPEB4_DMSO,4.677932048821,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AL355488.2,non-IEG,mean_siCPEB4_DMSO,6.1827128351259795,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LRIF1,non-IEG,mean_siCPEB4_DMSO,4.612491654249305,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AL390195.1,non-IEG,mean_siCPEB4_DMSO,14.090279426956997,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
FAM212B,non-IEG,mean_siCPEB4_DMSO,2.8945425283040302,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DDX20,non-IEG,mean_siCPEB4_DMSO,3.73601265327959,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SLC16A1,IEG,mean_siCPEB4_DMSO,14.006878370012391,DMSO,siCPEB4,DMSO_IEG_siCPEB4
SLC16A1-AS1,non-IEG,mean_siCPEB4_DMSO,4.87196305473312,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LRIG2,non-IEG,mean_siCPEB4_DMSO,3.6561338877546348,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
MAGI3,non-IEG,mean_siCPEB4_DMSO,9.793687203975715,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RSBN1,non-IEG,mean_siCPEB4_DMSO,5.820881975954585,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AP4B1,non-IEG,mean_siCPEB4_DMSO,5.748855694193525,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DCLRE1B,non-IEG,mean_siCPEB4_DMSO,5.154552252247855,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TRIM33,non-IEG,mean_siCPEB4_DMSO,14.070153947999279,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SIKE1,non-IEG,mean_siCPEB4_DMSO,29.636577057342603,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
VANGL1,non-IEG,mean_siCPEB4_DMSO,6.552901749444735,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SLC22A15,non-IEG,mean_siCPEB4_DMSO,8.55766768222524,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
MAB21L3,non-IEG,mean_siCPEB4_DMSO,3.7824350238146147,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TRIM45,non-IEG,mean_siCPEB4_DMSO,5.42820358898345,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
FAM46C,non-IEG,mean_siCPEB4_DMSO,9.195225135779015,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ZNF697,non-IEG,mean_siCPEB4_DMSO,3.7320859049803303,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NBPF15,non-IEG,mean_siCPEB4_DMSO,9.338897431126114,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NBPF20,non-IEG,mean_siCPEB4_DMSO,5.086216864677089,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RNF115,non-IEG,mean_siCPEB4_DMSO,13.415713825983989,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
POLR3C,non-IEG,mean_siCPEB4_DMSO,10.381921717428334,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ANKRD34A,non-IEG,mean_siCPEB4_DMSO,6.393100421476625,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TXNIP,non-IEG,mean_siCPEB4_DMSO,3.0217901386240253,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LINC01719,non-IEG,mean_siCPEB4_DMSO,9.19390425161761,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NBPF10,non-IEG,mean_siCPEB4_DMSO,3.7021635200193552,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NBPF12,non-IEG,mean_siCPEB4_DMSO,4.443600911900635,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PRKAB2,non-IEG,mean_siCPEB4_DMSO,6.844139243195929,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
BCL9,non-IEG,mean_siCPEB4_DMSO,5.547774304814039,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ACP6,non-IEG,mean_siCPEB4_DMSO,4.3841679143836,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NBPF11,non-IEG,mean_siCPEB4_DMSO,6.488144338804631,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NBPF14,non-IEG,mean_siCPEB4_DMSO,4.67695993993343,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PDE4DIP,non-IEG,mean_siCPEB4_DMSO,10.307351791155671,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NBPF9,non-IEG,mean_siCPEB4_DMSO,7.075562935760205,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NBPF19,non-IEG,mean_siCPEB4_DMSO,5.25961533590412,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
HIST2H2BF,non-IEG,mean_siCPEB4_DMSO,2.1767622563970903,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
HIST2H2BE,non-IEG,mean_siCPEB4_DMSO,2.058521901093015,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
HIST2H2AC,non-IEG,mean_siCPEB4_DMSO,1.972005897332585,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
HIST2H2AB,non-IEG,mean_siCPEB4_DMSO,2.061827820674515,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
BOLA1,non-IEG,mean_siCPEB4_DMSO,5.25468760483873,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
OTUD7B,non-IEG,mean_siCPEB4_DMSO,4.9649776257236,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PRPF3,non-IEG,mean_siCPEB4_DMSO,10.671403652729975,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
MCL1,IEG,mean_siCPEB4_DMSO,4.520150581958015,DMSO,siCPEB4,DMSO_IEG_siCPEB4
GOLPH3L,non-IEG,mean_siCPEB4_DMSO,8.711106083706799,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SETDB1,non-IEG,mean_siCPEB4_DMSO,7.0383718183432045,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
MINDY1,non-IEG,mean_siCPEB4_DMSO,15.701593256940601,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PRUNE1,non-IEG,mean_siCPEB4_DMSO,5.57128534896752,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
BNIPL,non-IEG,mean_siCPEB4_DMSO,2.734641376755885,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
C1orf56,non-IEG,mean_siCPEB4_DMSO,9.79646043936664,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
CDC42SE1,non-IEG,mean_siCPEB4_DMSO,10.58769337794983,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SEMA6C,non-IEG,mean_siCPEB4_DMSO,4.422018255953789,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LYSMD1,non-IEG,mean_siCPEB4_DMSO,7.09704699833166,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PIP5K1A,non-IEG,mean_siCPEB4_DMSO,12.584305423198375,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ZNF687,non-IEG,mean_siCPEB4_DMSO,3.69136626466479,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PI4KB,non-IEG,mean_siCPEB4_DMSO,13.83224115133495,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
POGZ,non-IEG,mean_siCPEB4_DMSO,4.378916096817945,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TUFT1,non-IEG,mean_siCPEB4_DMSO,3.729607354261475,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RORC,non-IEG,mean_siCPEB4_DMSO,6.01866647252786,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
CHTOP,non-IEG,mean_siCPEB4_DMSO,8.384122651138155,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
GATAD2B,non-IEG,mean_siCPEB4_DMSO,9.04158714303363,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SLC39A1,non-IEG,mean_siCPEB4_DMSO,17.04482808545045,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ATP8B2,non-IEG,mean_siCPEB4_DMSO,9.19221841675986,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
IL6R,non-IEG,mean_siCPEB4_DMSO,6.4981398496050105,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PMVK,non-IEG,mean_siCPEB4_DMSO,13.212401879926102,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PYGO2,non-IEG,mean_siCPEB4_DMSO,3.418401189907735,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
FLAD1,non-IEG,mean_siCPEB4_DMSO,7.653047123723125,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ZBTB7B,non-IEG,mean_siCPEB4_DMSO,5.5663208347506,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
EFNA4,non-IEG,mean_siCPEB4_DMSO,4.030970201893885,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AC234582.1,non-IEG,mean_siCPEB4_DMSO,3.066230113976885,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
CLK2,non-IEG,mean_siCPEB4_DMSO,3.846329320808355,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ASH1L,non-IEG,mean_siCPEB4_DMSO,8.972175226222905,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
GON4L,non-IEG,mean_siCPEB4_DMSO,6.549244413156485,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RIT1,non-IEG,mean_siCPEB4_DMSO,14.3832563985315,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
KIAA0907,non-IEG,mean_siCPEB4_DMSO,8.604271611058344,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ARHGEF2,non-IEG,mean_siCPEB4_DMSO,9.428773285961931,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
MEX3A,non-IEG,mean_siCPEB4_DMSO,3.700460724002285,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LMNA,non-IEG,mean_siCPEB4_DMSO,27.82308549862145,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SLC25A44,non-IEG,mean_siCPEB4_DMSO,5.391701145835855,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
MEF2D,non-IEG,mean_siCPEB4_DMSO,6.641022480326679,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
IQGAP3,non-IEG,mean_siCPEB4_DMSO,16.0591517985746,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AL365181.2,non-IEG,mean_siCPEB4_DMSO,4.592121187120955,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AL365181.3,non-IEG,mean_siCPEB4_DMSO,4.335866617749804,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AL590666.2,non-IEG,mean_siCPEB4_DMSO,5.006243056329895,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ISG20L2,non-IEG,mean_siCPEB4_DMSO,4.350922818665155,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RRNAD1,non-IEG,mean_siCPEB4_DMSO,10.585496338569449,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PRCC,non-IEG,mean_siCPEB4_DMSO,6.44534162511092,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ETV3,non-IEG,mean_siCPEB4_DMSO,5.244342151122845,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
KIRREL1,non-IEG,mean_siCPEB4_DMSO,13.332699568783351,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
IGSF9,non-IEG,mean_siCPEB4_DMSO,7.49967285370416,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PIGM,non-IEG,mean_siCPEB4_DMSO,6.36335673749373,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
USF1,non-IEG,mean_siCPEB4_DMSO,8.4215427548509,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NIT1,non-IEG,mean_siCPEB4_DMSO,13.2237026489543,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
USP21,non-IEG,mean_siCPEB4_DMSO,6.973883604491705,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TOMM40L,non-IEG,mean_siCPEB4_DMSO,9.884991571405461,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DUSP12,non-IEG,mean_siCPEB4_DMSO,11.00293769545915,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NOS1AP,non-IEG,mean_siCPEB4_DMSO,4.028109528595265,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
C1orf226,non-IEG,mean_siCPEB4_DMSO,2.770071585047245,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
HSD17B7,non-IEG,mean_siCPEB4_DMSO,16.684191451329802,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RGS5,non-IEG,mean_siCPEB4_DMSO,10.22183854379747,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PBX1,non-IEG,mean_siCPEB4_DMSO,21.908749188594985,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
UCK2,non-IEG,mean_siCPEB4_DMSO,12.46992537603515,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TADA1,non-IEG,mean_siCPEB4_DMSO,4.92594422108668,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
POU2F1,non-IEG,mean_siCPEB4_DMSO,11.197626732554836,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
GPR161,non-IEG,mean_siCPEB4_DMSO,11.566187126633949,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SLC19A2,non-IEG,mean_siCPEB4_DMSO,9.172708123518824,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
METTL18,non-IEG,mean_siCPEB4_DMSO,2.68399277765248,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SCYL3,non-IEG,mean_siCPEB4_DMSO,4.29805084872232,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
GORAB,non-IEG,mean_siCPEB4_DMSO,5.73190664261903,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
METTL13,non-IEG,mean_siCPEB4_DMSO,6.969619870942715,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PIGC,non-IEG,mean_siCPEB4_DMSO,4.9339982509977744,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
CENPL,non-IEG,mean_siCPEB4_DMSO,3.668833274288785,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
GAS5,non-IEG,mean_siCPEB4_DMSO,14.83247440636795,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ZBTB37,non-IEG,mean_siCPEB4_DMSO,5.496937942676835,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
MRPS14,non-IEG,mean_siCPEB4_DMSO,13.635320332089002,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RASAL2,non-IEG,mean_siCPEB4_DMSO,9.060288909407355,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
C1orf220,non-IEG,mean_siCPEB4_DMSO,3.5481163240718,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ABL2,non-IEG,mean_siCPEB4_DMSO,5.115592937085135,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TOR1AIP2,non-IEG,mean_siCPEB4_DMSO,9.189242132533495,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LHX4,non-IEG,mean_siCPEB4_DMSO,4.4682807825766755,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
KIAA1614,non-IEG,mean_siCPEB4_DMSO,5.302873279624315,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
AL162431.2,non-IEG,mean_siCPEB4_DMSO,3.2676915437831697,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
KIAA1614-AS1,non-IEG,mean_siCPEB4_DMSO,3.6995154888701802,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
STX6,non-IEG,mean_siCPEB4_DMSO,11.940532600232805,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RGL1,non-IEG,mean_siCPEB4_DMSO,4.32455768703652,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
IVNS1ABP,non-IEG,mean_siCPEB4_DMSO,10.45880674335787,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
CRB1,non-IEG,mean_siCPEB4_DMSO,5.361864642576365,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
CAMSAP2,non-IEG,mean_siCPEB4_DMSO,11.824814284058771,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
KIF21B,non-IEG,mean_siCPEB4_DMSO,13.9690648402047,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PHLDA3,non-IEG,mean_siCPEB4_DMSO,6.79048784659661,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NAV1,non-IEG,mean_siCPEB4_DMSO,11.82369067103405,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ELF3-AS1,non-IEG,mean_siCPEB4_DMSO,6.337874394469755,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PPP1R12B,non-IEG,mean_siCPEB4_DMSO,9.426030809018956,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
KDM5B,non-IEG,mean_siCPEB4_DMSO,7.79822595625051,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RABIF,non-IEG,mean_siCPEB4_DMSO,6.151084684988045,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
ADORA1,non-IEG,mean_siCPEB4_DMSO,4.80730632592042,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SOX13,non-IEG,mean_siCPEB4_DMSO,4.9756650963649545,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PLEKHA6,non-IEG,mean_siCPEB4_DMSO,9.309781823314285,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PPP1R15B,non-IEG,mean_siCPEB4_DMSO,7.837583887194015,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
PIK3C2B,non-IEG,mean_siCPEB4_DMSO,8.61973254839067,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
MDM4,non-IEG,mean_siCPEB4_DMSO,10.35998576487399,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
LRRN2,non-IEG,mean_siCPEB4_DMSO,6.513571928177406,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TMEM81,non-IEG,mean_siCPEB4_DMSO,7.743360194834555,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
RBBP5,non-IEG,mean_siCPEB4_DMSO,9.120509704386665,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DSTYK,non-IEG,mean_siCPEB4_DMSO,5.91273797358536,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
NUAK2,IEG,mean_siCPEB4_DMSO,2.45418695496224,DMSO,siCPEB4,DMSO_IEG_siCPEB4
BLACAT1,non-IEG,mean_siCPEB4_DMSO,3.644023806747465,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SLC45A3,non-IEG,mean_siCPEB4_DMSO,10.20398981863171,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SRGAP2,non-IEG,mean_siCPEB4_DMSO,12.55915698538259,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
IKBKE,IEG,mean_siCPEB4_DMSO,13.7691195470379,DMSO,siCPEB4,DMSO_IEG_siCPEB4
RASSF5,non-IEG,mean_siCPEB4_DMSO,9.761173358366925,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DYRK3,non-IEG,mean_siCPEB4_DMSO,3.867843741750845,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
MAPKAPK2,non-IEG,mean_siCPEB4_DMSO,11.6187690831371,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
YOD1,non-IEG,mean_siCPEB4_DMSO,5.883176396900745,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
C1orf74,non-IEG,mean_siCPEB4_DMSO,2.10543455703006,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DIEXF,non-IEG,mean_siCPEB4_DMSO,6.131898534603826,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SERTAD4,non-IEG,mean_siCPEB4_DMSO,10.9661933218172,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TRAF5,non-IEG,mean_siCPEB4_DMSO,9.97773140273547,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SLC30A1,non-IEG,mean_siCPEB4_DMSO,7.2295091313689905,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DTL,non-IEG,mean_siCPEB4_DMSO,9.918717940708074,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
FLVCR1,non-IEG,mean_siCPEB4_DMSO,10.63811419345765,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
GPATCH2,non-IEG,mean_siCPEB4_DMSO,6.45006574368354,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DUSP10,non-IEG,mean_siCPEB4_DMSO,4.97214364898226,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TAF1A,non-IEG,mean_siCPEB4_DMSO,9.702509984923594,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
DISP1,non-IEG,mean_siCPEB4_DMSO,2.3192563489502698,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TP53BP2,non-IEG,mean_siCPEB4_DMSO,7.95396098951562,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
WDR26,non-IEG,mean_siCPEB4_DMSO,12.945797089281346,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
TMEM63A,non-IEG,mean_siCPEB4_DMSO,9.841175292363761,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
SDE2,non-IEG,mean_siCPEB4_DMSO,9.633759207718871,DMSO,siCPEB4,DMSO_non-IEG_siCPEB4
